,cad_recursive_linear_residue,aud_recursive_linear_residue,gbp_recursive_linear_residue
1981-03-12,0.0004968829923293098,0.00014374123673456356,0.0013690874073019063
1981-03-13,0.004559756450239847,0.0009184272097504786,-0.0008714128149736762
1981-03-16,0.0016858099119850848,0.002292257520636649,0.008855611483582791
1981-03-17,0.0035830439155222805,0.001087309187236275,0.0053477495180976
1981-03-18,0.00345215207861899,0.003653206162918211,0.012912731600067359
1981-03-19,0.000490367291246078,0.0013386310391944167,0.0005081447708570332
1981-03-20,0.0007263550184102888,0.0013369921484063362,-0.0076646633067959675
1981-03-23,-0.0015188168784078212,-0.00250276402994014,-0.0056567191258837315
1981-03-24,-0.0002190203600857218,0.0007410299628019378,0.007356468111404442
1981-03-25,-0.00021907634077824778,-0.0014807106414062732,-0.0014948288689297855
1981-03-26,-0.00033749655477230043,-0.0035410475180697055,-0.007652267636855275
1981-03-27,-0.003777516924884341,-0.0038125205660889828,-0.008170525185209398
1981-03-30,0.0012050616051379785,0.0019515596792909606,0.005506309537819312
1981-03-31,-0.00045727977342160573,0.0036633928567193063,-0.00234194779070111
1981-04-01,0.0033366656730137202,-0.0026025268702719474,0.0061720409554633995
1981-04-02,0.001318482616948589,-0.0017484439839202271,-0.012679175322829497
1981-04-03,-0.0016384671533369274,-0.0025281427971921722,-0.00993466737222607
1981-04-06,-0.0034215243533134952,-0.00400689921575169,-0.008735397230906437
1981-04-07,0.002864531055595313,0.0016161965348529383,0.013166748197978789
1981-04-08,0.0006096554287199111,0.0006630775070366034,-0.0035437212740403057
1981-04-09,-0.0011669995182026734,-0.0008074322378383448,-0.0025610311892071695
1981-04-10,-0.00116840434960613,-0.0009814313743485726,-0.00212575447065914
1981-04-13,-0.004501958882391546,-0.002718472980630009,-0.00997483277335837
1981-04-14,0.00025593306744201385,0.0010995578181725151,0.006308042389561588
1981-04-15,-0.004401682769281431,-0.002810326451992794,-0.010664087878416904
1981-04-16,0.0018114910194205784,-0.00037763600038250196,0.000886048804813252
1981-04-17,-0.0011780462900506901,0.0004928754388229106,5.2549369288746095e-05
